Lemma,Case,Number,Gender,Degree,Upos,Inflection,Forms
gründen,Acc,Sing,Fem,Pos,ADJ,Strong,gegründete:2 | gründende:1
gut,Acc,Plur,,Pos,ADJ,Strong,gute:38 | guten:2
gut,Dat,Plur,,Pos,ADJ,Strong,guten:38 | gute:2
gut,Dat,Sing,Neut,Sup,ADJ,Strong,besten:5 | bestem:3
gut,Acc,Sing,Neut,Sup,ADJ,Strong,bestes:3 | beste:2
gut,Dat,Sing,Masc,Pos,ADJ,Strong,gutem:17 | guten:12
gut,Dat,Sing,Neut,Cmp,ADJ,Strong,besserem:1 | besseren:1
gut,Dat,Sing,Fem,Pos,ADJ,Strong,guter:35 | guten:17
gut,Acc,Plur,,Sup,ADJ,Strong,besten:2 | beste:1
gut,Acc,Sing,Neut,,NOUN,,gutes:2 | besseres:1 | beste:1
gut,Dat,Sing,Masc,Sup,ADJ,Strong,bestem:1 | besten:1
gut,Dat,Sing,Fem,Cmp,ADJ,Strong,besseren:14 | besserer:6 | bessere:2
gut,Dat,Sing,Neut,Pos,ADJ,Strong,gutem:17 | guten:10
gut,Acc,,,,NOUN,,gutes:2 | beste:1 | gute:1
gängig,Dat,Sing,Fem,Pos,ADJ,Strong,gängigen:1 | gängiger:1
gültig,Dat,Sing,Fem,Pos,ADJ,Strong,gültigen:2 | gültiger:1
günstig,Dat,Sing,Masc,Pos,ADJ,Strong,günstigen:6 | günstigem:2
günstig,Dat,Sing,Fem,Pos,ADJ,Strong,günstigen:3 | günstiger:2
halb,Dat,Sing,Fem,Pos,ADJ,Strong,halben:20 | halber:9
halb,Dat,Sing,Masc,Pos,ADJ,Strong,halben:3 | halbem:2
halb,Dat,Sing,Neut,Pos,ADJ,Strong,halben:36 | halbem:1
halten,Acc,Sing,Masc,Pos,ADJ,Weak,gehaltenen:2 | haltenden:1
handeln,Dat,Sing,Fem,Pos,ADJ,Weak,gehandelten:1 | handelnden:1
handeln,Acc,Sing,Fem,Pos,ADJ,Strong,gehandelte:1 | handelnde:1
harmonisch,Acc,Sing,Neut,Pos,ADJ,Strong,harmonische:1 | harmonisches:1
harsch,Dat,Sing,Fem,Pos,ADJ,Strong,harscher:2 | harschen:1
hart,Acc,Plur,,Pos,ADJ,Strong,harte:5 | harten:2
hart,Dat,Sing,Fem,Pos,ADJ,Strong,harten:4 | harter:3
hart,Dat,Sing,Masc,Pos,ADJ,Strong,harten:2 | hartem:1
hart,Acc,Sing,Fem,Cmp,ADJ,Strong,härtere:4 | härterer:1
hart,Dat,Sing,Neut,Pos,ADJ,Strong,hartem:1 | harten:1
heftig,Dat,Plur,,Pos,ADJ,Strong,heftigen:21 | heftige:1
heftig,Dat,Sing,Fem,Pos,ADJ,Strong,heftiger:6 | heftigen:3
heftig,Dat,Sing,Masc,Pos,ADJ,Strong,heftigen:3 | heftigem:1
heimisch,Dat,Sing,Neut,Pos,ADJ,Strong,heimischem:1 | heimischen:1
heimisch,Dat,Sing,Fem,Pos,ADJ,Strong,heimischen:1 | heimischer:1
heiß,Dat,Sing,Fem,Pos,ADJ,Strong,heißen:4 | heißer:3
herkömmlich,Dat,Sing,Masc,Pos,ADJ,Strong,herkömmlichen:8 | herkömmlichem:4
herkömmlich,Acc,Sing,Fem,Pos,ADJ,Weak,herkömmliche:2 | herkömmlichen:1
hervorragen,Dat,Sing,Fem,Pos,ADJ,Strong,hervorragenden:1 | hervorragender:1
heutig,Dat,Sing,Masc,Pos,ADJ,Strong,heutigen:5 | heutigem:1
heutig,Dat,Sing,Fem,Pos,ADJ,Strong,heutigen:27 | heutiger:7
historisch,Dat,Sing,Neut,Pos,ADJ,Strong,historischem:2 | historischen:1
historisch,Dat,Sing,Fem,Pos,ADJ,Strong,historisch:1 | historischen:1
hoch,Dat,Sing,Neut,Pos,ADJ,Strong,hohem:28 | hohen:13
hoch,Acc,Plur,,Pos,ADJ,Strong,hohe:48 | hohen:2
hoch,Dat,Sing,Fem,Pos,ADJ,Strong,hoher:60 | hohen:18
hoch,Dat,Sing,Masc,Pos,ADJ,Strong,hohen:20 | hohem:19
hoch,Dat,Sing,Neut,Cmp,ADJ,Strong,höheren:7 | höherem:1
hoch,Dat,Sing,Fem,Cmp,ADJ,Strong,höherer:29 | höheren:9
hoch,Dat,Sing,Masc,Cmp,ADJ,Strong,höherem:17 | höheren:5
hochwertig,Dat,Sing,Fem,Pos,ADJ,Strong,hochwertiger:2 | hochwertigen:1
holländisch,Dat,Plur,,Pos,ADJ,Strong,holländische:1 | holländischen:1
hundertprozentig,Dat,Sing,Fem,Pos,ADJ,Strong,hundertprozentigen:3 | hundertprozentiger:1
ich,Dat,Sing,,,PRON,,mir:285 | mit:1
ihr,Dat,Plur,,,DET,,ihren:777 | ihre:4 | ihrer:3
ihr,Dat,Sing,Masc,,DET,,ihrem:385 | ihren:3
ihr,Acc,Sing,Fem,,DET,,ihre:1114 | ihrer:1
ihr,Acc,Plur,,,DET,,ihre:1818 | ihren:1
ihr,Dat,Sing,Fem,,DET,,ihrer:769 | ihr:3 | ihre:1
ihr,Dat,Plur,,,PRON,,euch:14 | ihr:1
ihr,Dat,,,,DET,,ihr:14 | ihren:1 | ihrer:1
illegal,Dat,Sing,Masc,Pos,ADJ,Strong,illegalen:3 | illegalem:2
illegal,Acc,Plur,,Pos,ADJ,Weak,illegalen:3 | illegale:1
illegal,Dat,Sing,Fem,Pos,ADJ,Strong,illegalen:3 | illegaler:3
importieren,Dat,Sing,Fem,Pos,ADJ,Strong,importierten:1 | importierter:1
individuell,Dat,Sing,Fem,Pos,ADJ,Strong,individueller:4 | individuellen:2
individuell,Dat,Plur,,Pos,ADJ,Strong,individuellen:4 | individueller:1
inhaltlich,Acc,Plur,,Pos,ADJ,Weak,inhaltliche:1 | inhaltlichen:1
inländisch,Dat,Sing,Neut,Pos,ADJ,Strong,inländischem:1 | inländischen:1
inner,Acc,Plur,,Pos,ADJ,Strong,innere:1 | inneren:1
innere,Dat,Plur,,Pos,ADJ,Strong,innere:1 | inneren:1
inoffiziell,Dat,Sing,Fem,Pos,ADJ,Strong,inoffizieller:2 | inoffiziellen:1
installieren,Dat,Plur,,Pos,ADJ,Strong,installierten:5 | installierenden:1
installieren,Acc,Plur,,Pos,ADJ,Strong,installierte:6 | installierende:1
integrieren,Dat,Sing,Masc,Pos,ADJ,Strong,integriertem:47 | integrierten:8
integrieren,Dat,Sing,Fem,Pos,ADJ,Strong,integrierter:52 | integrierten:5
integrieren,Dat,Sing,Neut,Pos,ADJ,Strong,integriertem:20 | integrierten:5
integrieren,Dat,Sing,,Pos,ADJ,Strong,integriertem:16 | integrierten:1
intelligent,Dat,Sing,Neut,Pos,ADJ,Strong,intelligentem:2 | intelligenten:1
intelligent,Dat,Plur,,Pos,ADJ,Strong,intelligenten:12 | intelligente:1
intelligent,Dat,Sing,Fem,Pos,ADJ,Strong,intelligenten:2 | intelligenter:2
intensiv,Dat,Sing,Fem,Pos,ADJ,Strong,intensiven:3 | intensiver:2
intensiv,Dat,Sing,Neut,Pos,ADJ,Strong,intensivem:1 | intensiven:1
intensiv,Acc,Plur,,Pos,ADJ,Strong,fließkomma-intensive:1 | intensive:1
interaktiv,Dat,Sing,Neut,Pos,ADJ,Strong,interaktivem:7 | interaktiven:3 | interaktives:1
interaktiv,Dat,Sing,Masc,Pos,ADJ,Strong,interaktivem:1 | interaktiven:1
interaktiv,Dat,Plur,,Pos,ADJ,Strong,interaktiven:12 | interaktive:2
interdisziplinär,Dat,Sing,Fem,Pos,ADJ,Strong,interdisziplinären:1 | interdisziplinärer:1
interessieren,Dat,Sing,Fem,Pos,ADJ,Weak,interessierten:2 | it-interessierten:1
intern,Dat,Sing,Fem,Pos,ADJ,Weak,internen:12 | amazon-internen:1
intern,Dat,Sing,Fem,Pos,ADJ,Strong,internen:13 | interner:4
intern,Acc,Sing,Masc,Pos,ADJ,Strong,internen:16 | microsoft-internen:1
intern,Acc,Sing,Masc,Pos,ADJ,Weak,internen:11 | icann-internen:1
intern,Acc,Plur,,Pos,ADJ,Strong,interne:18 | internen:2
intern,Acc,Sing,Fem,Pos,ADJ,Strong,interne:17 | sap-interne:1
intern,Dat,Plur,,Pos,ADJ,Strong,internen:33 | microsoft-internen:1
intern,Dat,Sing,Neut,Pos,ADJ,Strong,internen:18 | internem:1
intern,Dat,Sing,Masc,Pos,ADJ,Strong,internen:11 | internem:7
international,Dat,Sing,Masc,Pos,ADJ,Strong,internationalen:5 | internationalem:2
international,Acc,Plur,,Pos,ADJ,,internationale:34 | internationalen:23
international,Dat,Plur,,Pos,ADJ,Strong,internationalen:57 | internationale:1
international,Dat,Sing,Fem,Pos,ADJ,Strong,internationalen:23 | internationaler:19
international,Dat,Sing,Neut,Pos,ADJ,Strong,internationalen:9 | internationalem:3
international,Dat,Sing,,Pos,ADJ,Weak,internationalem:1 | internationalen:1
irrsinnig,Dat,Sing,Fem,Pos,ADJ,Strong,irrsinnigen:1 | irrsinniger:1
israelisch,Dat,Plur,,Pos,ADJ,Strong,israelischen:4 | pro-israelischen:2
israelisch,Dat,Sing,Fem,Pos,ADJ,Weak,israelischen:3 | pro-israelischen:1
israelisch,Dat,Sing,Neut,Pos,ADJ,Weak,israelischen:4 | mittel-israelischen:1
israelisch,Acc,Plur,,Pos,ADJ,Strong,israelische:2 | pro-israelische:1
italienisch,Dat,Sing,Neut,Pos,ADJ,Strong,italienischen:3 | italienischem:1
italienisch,Acc,Sing,Masc,Pos,ADJ,Strong,italienischen:3 | italienisch:1
italienisch,Dat,Plur,,Pos,ADJ,Strong,italienischen:9 | italienische:1
jahrelang,Dat,Sing,Fem,Pos,ADJ,Strong,jahrelanger:3 | jahrelangen:1
japanisch,Dat,Sing,Fem,Pos,ADJ,Strong,japanischen:4 | japanischer:1
japanisch,Dat,Sing,Neut,Pos,ADJ,Weak,japanischen:18 | japanische:1
japanisch,Dat,Sing,Neut,Pos,ADJ,Strong,japanischem:2 | japanischen:1
japanisch,Dat,Plur,,Pos,ADJ,Strong,japanischen:39 | japanische:1
japanisch,Dat,Sing,Masc,Pos,ADJ,Strong,japanischem:3 | japanischen:3
japanisch,Dat,Sing,,Pos,ADJ,Weak,japanischen:5 | japanischem:1
jeder,Acc,Sing,Masc,,DET,,jeden:425 | jede:1
jeder,Dat,Sing,Masc,,DET,,jedem:299 | jeden:7 | jeder:1
jeder,Dat,Sing,Neut,,DET,,jedem:139 | jeden:1
jeder,Acc,Sing,,,DET,,jeden:1 | jedes:1
jemand,Acc,Sing,,,PRON,,jemanden:21 | jemand:11
jemand,Dat,Sing,,,PRON,,jemandem:7 | jemanden:3 | jemand:2
jener,Dat,Sing,Masc,,DET,,jenem:5 | jenen:1
jener,Acc,,,,DET,,jenen:1 | jener:1
jener,Dat,,,,DET,,jenem:3 | jener:1
jetzig,Dat,Sing,Masc,Pos,ADJ,Strong,jetzigen:2 | jetzigem:1
jeweilig,Acc,Plur,,Pos,ADJ,Strong,jeweiligen:2 | jeweilige:1
jeweilig,Dat,Sing,Neut,Pos,ADJ,Strong,jeweiligen:3 | jeweiligem:1
jung,Dat,Plur,,Pos,ADJ,Strong,jungen:40 | junge:1
jung,Dat,Sing,Neut,Pos,ADJ,Strong,jungem:2 | jungen:2
jung,Dat,Sing,Fem,Sup,ADJ,Strong,jüngster:25 | jüngsten:16
juristisch,Dat,Sing,Fem,Pos,ADJ,Strong,juristischer:6 | juristischen:5
juristisch,Dat,Sing,Neut,Pos,ADJ,Strong,juristischen:3 | juristischem:1
jährig,Acc,Sing,Fem,Pos,ADJ,Strong,20-jährige:1 | 50-jährige:1 | jährige:1
jährig,Dat,Sing,Fem,Pos,ADJ,Weak,40-jährigen:2 | 16-jährigen:1 | 19-jährigen:1 | 44-jährigen:1 | 70-jährigen:1
jährig,Dat,Sing,Neut,Pos,ADJ,Weak,46-jährigen:1 | 50-jährigen:1
jährig,Acc,Sing,Masc,Pos,ADJ,Weak,17-jährigen:1 | 25-jährigen:1 | 27-jährigen:1 | 50-jährigen:1 | 61-jährigen:1
jährig,Acc,Sing,Masc,Pos,ADJ,Strong,16-jährigen:1 | 20-jährigen:1 | 33-jährigen:1 | 39-jährigen:1 | 50-jährigen:1
jährig,Dat,Sing,Masc,Pos,ADJ,Weak,18-jährigen:1 | 20-jährigen:1
jährlich,Dat,Sing,Masc,Pos,ADJ,Strong,jährlichen:4 | jährlichem:1
kalifornisch,Dat,Sing,Neut,Pos,ADJ,Strong,kalifornischem:3 | kalifornischen:2
kalt,Dat,Sing,Fem,Pos,ADJ,Strong,kalten:1 | kalter:1
katholisch,Dat,Sing,Fem,,PROPN,,katholischen:2 | katholische:1
kaufen,Dat,Sing,Fem,Pos,ADJ,Strong,gekauften:1 | gekaufter:1
kein,Dat,Sing,Masc,,DET,,keinem:53 | keinen:1
kein,Acc,Sing,Neut,,DET,,kein:445 | keines:6 | keins:1
kein,Dat,Sing,Neut,,DET,,keinem:57 | kein:1 | keine:1
kein,Acc,Sing,,,DET,,keine:1 | keinen:1
kein,Acc,,,,DET,,keiner:1 | keines:1 | keins:1
klar,Dat,Sing,Fem,Pos,ADJ,Strong,klaren:4 | klarer:1
klar,Dat,Sing,Neut,Pos,ADJ,Strong,klarem:1 | klaren:1
klar,Dat,Sing,Masc,Pos,ADJ,Strong,klarem:2 | klaren:1
klassisch,Dat,Sing,Fem,Pos,ADJ,Strong,klassischer:2 | klassischen:1
klassisch,Dat,Sing,Neut,Pos,ADJ,Strong,klassischen:4 | klassischem:2
klassisch,Dat,Sing,Masc,Pos,ADJ,Strong,klassischem:2 | klassischen:2
klein,Acc,Plur,,Pos,ADJ,Strong,kleine:64 | kleinen:2
klein,Dat,Sing,Neut,Pos,ADJ,Weak,kleinen:5 | kleine:1
klein,Dat,Sing,Neut,Pos,ADJ,Strong,kleinen:9 | kleinem:1
klein,Acc,Plur,,Cmp,ADJ,Strong,kleinere:55 | kleineren:1
klein,Dat,Plur,,Pos,ADJ,Strong,kleinen:106 | kleine:1
klein,Dat,Sing,Fem,Pos,ADJ,Strong,kleinen:42 | kleiner:6
klein,Dat,Sing,Masc,Pos,ADJ,Strong,kleinen:15 | kleinem:4 | kleiner:1
klein,Dat,Sing,Neut,Cmp,ADJ,Strong,kleineren:2 | kleinerem:1
klein,Acc,Sing,Masc,Cmp,ADJ,Strong,kleinere:1 | kleineren:1
klein,Acc,Sing,Fem,Sup,ADJ,Weak,kleinste:2 | kleinsten:1
klein,Dat,Sing,Fem,Sup,ADJ,Strong,kleinsten:1 | kleinster:1
klein,Dat,Sing,Fem,Cmp,ADJ,Strong,kleineren:6 | kleinerer:2
klein,Dat,Sing,Masc,Cmp,ADJ,Strong,kleineren:4 | kleinerem:2
knapp,Dat,Sing,Neut,Pos,ADJ,Strong,knappen:7 | knappem:1
knapp,Dat,Sing,Fem,Pos,ADJ,Strong,knappen:6 | knapper:4
kollektiv,Dat,Sing,Fem,Pos,ADJ,Strong,kollektiver:2 | kollektiven:1
komfortabel,Acc,Plur,,Pos,ADJ,Strong,komfortablen:2 | komfortable:1
kommen,Dat,Sing,Masc,Pos,ADJ,Weak,kommenden:103 | gekommenen:1
kommen,Dat,Sing,Masc,Pos,ADJ,Strong,kommenden:12 | kommendem:4 | gekommenem:1
kommen,Dat,Sing,Neut,Pos,ADJ,Strong,kommendem:2 | kommenden:1
kommen,Dat,Sing,Fem,Pos,ADJ,Weak,kommenden:56 | gekommenen:1
kommen,Dat,Sing,Fem,Pos,ADJ,Strong,kommenden:2 | kommender:2
kommen,Acc,Sing,Neut,Pos,ADJ,Weak,kommende:44 | gekommene:1
kommen,Acc,Sing,Neut,Pos,ADJ,Strong,gekommenes:2 | kommendes:2
kommen,Dat,Plur,,Pos,ADJ,Weak,kommenden:139 | gekommenen:1
kommen,Acc,Sing,Masc,Pos,ADJ,Weak,kommenden:14 | gekommenen:2
kommen,Acc,Sing,Fem,Pos,ADJ,Weak,kommende:16 | gekommene:1
kommerziell,Acc,Sing,Fem,Pos,ADJ,Strong,kommerzielle:8 | nicht-kommerzielle:3
kommerziell,Dat,Plur,,Pos,ADJ,Strong,kommerziellen:38 | nicht-kommerziellen:1
kommerziell,Acc,Plur,,Pos,ADJ,Strong,kommerzielle:21 | nicht-kommerzielle:5 | kommerziellen:1
kommerziell,Acc,Plur,,Pos,ADJ,Weak,kommerziellen:3 | nicht-kommerziellen:1
kommerziell,Dat,Sing,Masc,Pos,ADJ,Weak,kommerziellen:9 | nicht-kommerziellen:1
kommerziell,Dat,Sing,Fem,Pos,ADJ,Strong,kommerzieller:7 | kommerziellen:5
kommerziell,Acc,Sing,Masc,Pos,ADJ,,kommerziellen:23 | nicht-kommerziellen:6
kompakt,Dat,Sing,Masc,Pos,ADJ,Strong,kompaktem:1 | kompakten:1
kompakt,Dat,Sing,Neut,Pos,ADJ,Strong,kompakten:2 | kompaktem:1
komplett,Dat,Sing,Masc,Pos,ADJ,Strong,kompletten:2 | komplettem:1
komplizieren,Dat,Sing,Fem,Pos,ADJ,Strong,komplizierten:1 | komplizierter:1
komprimieren,Acc,Plur,,Pos,ADJ,Strong,komprimierte:2 | s3tc-komprimierte:1
komprimieren,Dat,Sing,Neut,Pos,ADJ,Weak,komprimierten:2 | komprimierenden:1
konkret,Acc,Plur,,Pos,ADJ,Strong,konkrete:25 | konkreten:10
konstant,Dat,Sing,Fem,Pos,ADJ,Strong,konstanten:2 | konstanter:2
konventionell,Dat,Sing,Fem,Pos,ADJ,Strong,konventioneller:3 | konventionellen:2
koordinieren,Acc,Sing,Fem,Pos,ADJ,Strong,koordinierende:1 | koordinierte:1
kostenlos,Dat,Sing,Fem,Pos,ADJ,Strong,kostenlosen:9 | kostenloser:5
kostenlos,Dat,Sing,Neut,Pos,ADJ,Strong,kostenlosen:2 | kostenlosem:1
kostenlos,Acc,Plur,,Pos,ADJ,,kostenlose:14 | kostenlosen:6
kostenlos,Dat,Sing,Masc,Pos,ADJ,Strong,kostenlosem:3 | kostenlosen:3
kreativ,Dat,Sing,Fem,Pos,ADJ,Strong,kreativen:2 | kreativer:1
kreativ,Acc,Plur,,Pos,ADJ,Strong,kreative:1 | kreativen:1
kreativ,Dat,Sing,Neut,Pos,ADJ,Strong,kreativem:1 | kreativen:1
kriminell,Acc,Plur,,Pos,ADJ,Strong,kriminelle:10 | kriminellen:1
kriminell,Dat,Sing,Fem,Pos,ADJ,Strong,krimineller:3 | kriminellen:2
kritisch,Dat,Sing,Fem,Pos,ADJ,Strong,kritischen:9 | kritischer:4
kritisch,Dat,Sing,Masc,Pos,ADJ,Strong,kritischem:4 | intel-kritischen:1 | kritischen:1
kritisch,Acc,Sing,Neut,Pos,ADJ,Strong,kritisches:2 | gez-kritisches:1
kritisch,Acc,Plur,,Pos,ADJ,Strong,kritische:9 | kritischen:1
kritisch,Dat,Plur,,Pos,ADJ,Strong,kritischen:7 | kreml-kritischen:1
kräftig,Dat,Sing,Masc,Pos,ADJ,Strong,kräftigen:6 | kräftigem:1
kräftig,Dat,Sing,Neut,Pos,ADJ,Strong,kräftigem:2 | kräftigen:2
kräftig,Dat,Sing,Fem,Pos,ADJ,Strong,kräftigen:2 | kräftiger:2
kulturell,Acc,Plur,,Pos,ADJ,Strong,kulturelle:4 | kulturellen:2
kurz,Dat,Sing,Neut,Pos,ADJ,Strong,kurzem:3 | kurzen:1
kurz,Dat,Sing,Fem,Pos,ADJ,Strong,kurzer:42 | kurzen:11 | kurze:1 | kurzem:1
kurz,Dat,Sing,Masc,Pos,ADJ,,kurzen:15 | kurzem:7
kurz,Dat,Sing,Fem,Cmp,ADJ,Strong,kürzerer:2 | kürzeren:1
künftig,Acc,Plur,,Pos,ADJ,Strong,künftige:31 | künftigen:3
künstlich,Acc,Plur,,Pos,ADJ,Strong,künstliche:1 | künstlichen:1
laden,Acc,Plur,,Pos,ADJ,Strong,geladene:1 | geladenen:1
landwirtschaftlich,Acc,Plur,,Pos,ADJ,Strong,landwirtschaftliche:2 | landwirtschaftlichen:1
lang,Dat,Sing,Fem,Cmp,ADJ,Strong,längerer:29 | längeren:4
lang,Dat,Sing,Fem,Cmp,ADJ,Weak,längerem:2 | längeren:1
lang,Dat,Sing,Neut,Pos,ADJ,Strong,langem:12 | langen:2
lang,Dat,Sing,Masc,Cmp,ADJ,Strong,längerem:2 | längeren:2
lang,Dat,Sing,Masc,Pos,ADJ,,langen:9 | langem:2
lang,Dat,Sing,Fem,Pos,ADJ,Strong,langer:24 | langen:12
lang,Dat,Plur,,Pos,ADJ,Strong,langen:34 | langer:1
langfristig,Acc,Plur,,Pos,ADJ,Strong,langfristige:2 | langfristigen:2
langjährig,Acc,Plur,,Pos,ADJ,Strong,langjährige:3 | langjährigen:1
langjährig,Dat,Sing,Fem,Pos,ADJ,Strong,langjährigen:1 | langjähriger:1
langsam,Dat,Sing,Fem,Pos,ADJ,Strong,langsamen:2 | langsamer:2
laufen,Dat,Sing,Neut,Pos,ADJ,Strong,laufendem:2 | laufenden:1
laufen,Dat,Sing,Fem,Pos,ADJ,Strong,laufenden:4 | laufender:2
laufen,Dat,Sing,,Pos,ADJ,Weak,laufendem:1 | laufenden:1
leer,Dat,Sing,Neut,Pos,ADJ,Strong,leeren:3 | leerem:1
legal,Dat,Sing,Masc,Pos,ADJ,Strong,legalem:3 | legalen:2
leicht,Dat,Sing,Fem,Pos,ADJ,Strong,leichten:4 | leichter:3
leicht,Dat,Sing,Masc,Pos,ADJ,Strong,leichtem:3 | leichten:3
leistungsfähig,Dat,Sing,Fem,Pos,ADJ,Strong,leistungsfähigen:2 | leistungsfähiger:2
letzt,Dat,Sing,Fem,Pos,ADJ,Strong,letzter:3 | letzten:2
letzt,Dat,Plur,,Pos,ADJ,Weak,letzten:21 | letzen:1
letzte,Dat,Sing,Fem,Pos,ADJ,Strong,letzter:49 | letzten:1
letzte,Dat,Sing,Masc,Sup,ADJ,Strong,letztem:4 | letzten:2
letzte,Dat,Sing,Fem,Sup,ADJ,Strong,letzter:102 | letzten:7 | letzte:1
letzte,Dat,Sing,Neut,Sup,ADJ,Weak,letzten:234 | letzte:1 | letztem:1
letzte,Dat,Sing,Neut,Sup,ADJ,Strong,letztem:7 | letzten:1
letzte,Acc,Plur,,Sup,ADJ,Strong,letzte:1 | letzten:1
letztere,Dat,Plur,,Pos,ADJ,Strong,letzteren:8 | letztere:1
liberal,Dat,Sing,Fem,Pos,ADJ,Strong,liberalen:1 | liberaler:1
liberal,Dat,Sing,Fem,Pos,ADJ,Weak,liberalen:2 | christlich-liberalen:1
liegen,Acc,Sing,Fem,Pos,ADJ,,gelegene:3 | liegende:2
liegen,Acc,Plur,,Pos,ADJ,Strong,liegende:2 | gelegene:1
liegen,Dat,Plur,,Pos,ADJ,Weak,gelegenen:1 | liegenden:1
liegen,Acc,Sing,Masc,Pos,ADJ,,liegenden:5 | gelegenen:3
liegen,Dat,Sing,Neut,Pos,ADJ,Weak,liegenden:2 | gelegenen:1
liegend,Dat,Sing,Fem,Pos,ADJ,Weak,liegenden:2 | liegende:1
logisch,Dat,Plur,,Pos,ADJ,Strong,logischen:3 | digital-logischen:1 | logische:1
lokal,Dat,Plur,,Pos,ADJ,Strong,lokalen:32 | lokale:1 | lokaler:1
lokal,Dat,Sing,Neut,Pos,ADJ,Strong,lokalen:3 | lokalem:1
lokal,Acc,Sing,Masc,Pos,ADJ,Strong,lokalen:11 | virtuell-lokalen:1
lokal,Dat,Sing,Fem,Pos,ADJ,Strong,lokaler:6 | lokalen:4 | lokale:1
lustig,Acc,Plur,,Pos,ADJ,Strong,lustige:2 | lustigen:1
machen,Dat,Sing,Fem,Pos,ADJ,Weak,gemachten:1 | machenden:1
mager,Dat,Sing,Fem,Pos,ADJ,Strong,mageren:2 | magerer:1
magnetisch,Dat,Sing,Fem,Pos,ADJ,Strong,magnetischen:1 | magnetischer:1
mancher,Dat,Plur,,,DET,,manchen:72 | manche:1
mancher,Dat,,,,DET,,manchem:1 | manches:1
manuell,Dat,Sing,Fem,Pos,ADJ,Strong,manuellen:1 | manueller:1
markant,Acc,Plur,,Pos,ADJ,Strong,markante:1 | markanten:1
massiv,Dat,Plur,,Pos,ADJ,Strong,massiven:38 | massive:1
massiv,Dat,Sing,Masc,Pos,ADJ,Strong,massiven:5 | massivem:3
massiv,Dat,Sing,Neut,Pos,ADJ,Strong,massiven:2 | massivem:1 | massives:1
massiv,Dat,Sing,Fem,Pos,ADJ,Strong,massiven:6 | massiver:6
mathematisch,Dat,Sing,Fem,Pos,ADJ,Strong,mathematischen:1 | mathematischer:1
mathematisch,Dat,Plur,,Pos,ADJ,Strong,mathematischen:2 | mathematische:1
maximal,Dat,Sing,Fem,Pos,ADJ,Strong,maximalen:17 | maximaler:9
mechanisch,Dat,Plur,,Pos,ADJ,Weak,mechanischen:2 | opto-mechanischen:1
medizinisch,Acc,Plur,,Pos,ADJ,Strong,medizinische:4 | medizinischen:1
mehr,Acc,Plur,,Cmp,DET,,mehrere:85 | mehr:2
mehr,Dat,Plur,,Cmp,DET,,mehreren:42 | mehrerer:1
mehrjährig,Dat,Sing,Fem,Pos,ADJ,Strong,mehrjährige:1 | mehrjährigen:1 | mehrjähriger:1
mein,Dat,Sing,Neut,,DET,,meinem:17 | mein:1
mein,Dat,Sing,Fem,,DET,,meiner:55 | meine:1
mein,Dat,Plur,,,DET,,meinen:11 | meine:1
menschlich,Dat,Sing,Neut,Pos,ADJ,Strong,menschlichem:1 | menschlichen:1
messen,Dat,Plur,,Pos,ADJ,Strong,gemessenen:1 | messenden:1
militärisch,Acc,Sing,Fem,Pos,ADJ,Weak,militärische:2 | militärischen:1
militärisch,Acc,Plur,,Pos,ADJ,Strong,militärische:15 | nicht-militärische:2 | militärischen:1
militärisch,Dat,Sing,Neut,Pos,ADJ,Strong,militärischen:1 | nicht-militärischen:1
militärisch,Dat,Sing,Fem,Pos,ADJ,,militärischer:4 | militärischen:3
mischen,Dat,Sing,Neut,Pos,ADJ,Strong,gemischtem:2 | gemischten:2
mischen,Dat,Sing,Fem,Pos,ADJ,Strong,gemischten:1 | gemischter:1
mitliefern,Dat,Sing,Masc,Pos,ADJ,Strong,mitgeliefertem:1 | mitgelieferten:1
mittlere,Dat,Sing,Fem,Pos,ADJ,Strong,mittleren:3 | mittlerer:1
mobil,Dat,Sing,Fem,,PROPN,,mobile:1 | mobiler:1
mobil,Acc,Plur,,Pos,ADJ,Strong,mobile:62 | mobilen:1
mobil,Dat,Sing,Neut,Pos,ADJ,Strong,mobilem:4 | mobilen:3 | mobil:1
mobil,Dat,Sing,Fem,Pos,ADJ,Strong,mobiler:4 | mobile:1 | mobilen:1
modern,Dat,Sing,Fem,Pos,ADJ,Strong,moderner:13 | modernen:2 | moderne:1
modern,Dat,Sing,Neut,Pos,ADJ,Strong,modernen:3 | modernem:2
momentan,Dat,Sing,Fem,Pos,ADJ,Strong,momentanen:2 | momentaner:1
monatlich,Dat,Sing,Fem,Pos,ADJ,Strong,monatlichen:11 | monatlicher:4
monatlich,Dat,Sing,Masc,Pos,ADJ,Strong,monatlichen:9 | monatlichem:1
moorig,Dat,Plur,,Pos,ADJ,Strong,moorig:1 | moorigen:1
musikalisch,Acc,Plur,,Pos,ADJ,Strong,musikalische:3 | musikalischen:2
musikalisch,Dat,Sing,Fem,Pos,ADJ,Strong,musikalischen:1 | musikalischer:1
männlich,Acc,Plur,,Pos,ADJ,Strong,männliche:3 | männlichen:1
mäßig,Dat,Sing,Masc,Pos,ADJ,Strong,mäßigem:4 | mäßigen:1
möglich,Acc,Plur,,Pos,ADJ,Strong,mögliche:65 | möglichen:1
möglich,Dat,Sing,Fem,Pos,ADJ,Strong,möglichen:14 | möglicher:3
